sentence,label
Американский представитель при ООН Джон Болтон (John Bolton) приветствовал российско-китайский проект как шаг вперёд.,1
"По данным блогеров, эта хулиганская акция красно-белых была запланирована и вызвана недавним убийством болельщика «Спартака» Егора Свиридова, в память о котором фанаты развернули на трибуне плакаты.",0
Андрей Столбунов активно участвует в написании законопроекта об общественном контроле в РФ.,0
МИД Китая и банковский регулятор страны не ответили на просьбу о комментарии.,0
"Verizon получит такие активы компании, как Yahoo Sports, Yahoo Finance, Tumblr, Flurry, Gemini и другие.",1
"Мадуро, пользующийся поддержкой Китая и России, закрыл границы для американской помощи, но принял помощь от Красного креста.",-1
Эти посты согласно пакетным договоренностям были «забронированы» за бывшим вице-премьером Александром Жуковым («Единая Россия») и Иваном Мельниковым (КПРФ).,0
Некоторые видят параллели между войнами в сериале и современной историей Китая — после совместной борьбы с внешним врагом в китайско-японской войне Коммунистическая партия и националистический Гоминьдан начали гражданскую войну.,0
"14 апреля 2013 года центризбирком Венесуэлы объявил о том, что исполняющий обязанности президента Николас Мадуро победил на внеочередных президентских выборах, проведённых в связи со смертью Уго Чавеса.",0
Он имеет свою цель - трансформировать политическую систему Чешской республики под свои собственные нужды.,0
"Также Фактура назначил премьеру видеоклипа, на 7 декабря 2018 года, которая должна состояться на YouTube.",0
"В республике до сих пор почти ежедневно происходят нападения на полицейских и чиновников, и некоторые аналитики считают, что насилие стало прямым результатом подавления Кремлем инакомыслия.",-1
Первый раз писателю стало плохо 13 марта 2015 году.,0
Российский хакер сын депутата Госдумы признался в новых преступлениях,0
"Позднее сам Магнитский был арестован по обвинению в коррупции теми самыми чиновниками, которые были причастны к раскрытой им преступной схеме.",-1
"Глава Чечни Рамзан Кадыров в своём Telegram-канале сказал, что взгляды Азимова сформировались во Франции и ответственность за это лежит на французских властях.",0
«Кавказские мажоры» избили журналиста «Коммерсанта»,0
Одним из партнеров фонда стал верный соратник Баффета Чарли Мангер.,1
26 октября 2012 года суд Милана признал бывшего премьера Италии Сильвио Берлускони виновным в схемах по уклонению от уплаты налогов и приговорил его к четырём годам тюрьмы.,-1
НАТО продолжает нести потери в Афганистане,0
Таможенный контроль со стороны Беларуси возобновился после введение Россией запрета на импорт продовольственной продукции белорусских предприятий Россельхознадзором и введения Россией таможенных проверок транзита товаров из Беларуси в Казахстан.,-1
"25-летняя девушка выложила фотографию в больничной палате с лучшей подругой Франсией Райсой, которая стала её донором:",1
Пострадавший полицейский Ник Бейли остаётся под надзором врачей.,0
Об этом сообщает Дик Марти (Dick Marty) в докладе о расследовании деятельности ЦРУ.,-1
На этих базах в числе прочего размещены самые современные турецкие истребители — американские F-16C/D Fighting Falcon.,0
Нобелевская премия мира 2018 года присуждена врачу Денису Муквеге из Конго и бывшей пленнице «Исламского государства» езидке Наде Мурад из Ирака за их борьбу с использованием сексуального насилия в качестве инструмента ведения войны.,0
"Убрав все второстепенные линии романа Льва Толстого, хореограф сосредоточился на любовном треугольнике Анна — Каренин — Вронский.",0
Итальянский суд приговорил украинского солдата к 24 годам тюрьмы,-1
"Ну, что же, в этом случае Чехии придется жить по временному бюджету.",0
"Панин родился 28 мая 1962 года в Новосибирске, в детстве жил в Челябинске, затем до 22-х лет — в Кемерове, где окончил Институт культуры.",0
"Бывший премьер Италии обвиняется в том, что в 1990-е годы неоднократно применял для ухода от уплаты налогов финансовую схему с использованием офшорной компании.",-1
"Акция в поддержку журналиста Ивана Голунова, которому правоохранительные органы России подбросили наркотики и пытались сфабриковать уголовное дело, состоялась 12 июня 2019 года, несмотря на признание властями преступления со стороны полицейских и снятия с журналиста всех обвинений.",-1
"Представители партии президента Зимбабве в четверг объявили о его победе на выборах главы государства, противники и правозащитники заявляют о массовых нарушениях при голосовании, сообщает агентство Рейтер.",-1
"В пиццерии Zizzi в британском Солсбери, где обедали 4 марта 2018 года отравленный экс-сотрудник ГРУ Сергей Скрипаль и его дочь Юлия, обнаружены следы нервно-паралитического отравляющего вещества.",0
"Актёр французского происхождения, лауреат премии «Золотой глобус», двукратный лауреат премии «Сезар» и номинант на премию «Оскар» в номинации «Лучший актёр», кавалер ордена Почётного легиона и ордена «За заслуги», ресторатор, винодел, один из «популярнейших и любимейших актёров не только во Франции, но и далеко за её пределами» 63-летний Жерар Депардьё решил отказаться от французского гражданства.",0
Однако спасти бывшего президента не смогли.,0
"Пхеньян критикует Токио по всем направлениям: за возрождение милитаризма, осуждение ракетно-ядерной программы Северной Кореи, нежелание выплатить компенсацию за преступления, совершенные в период колониального правления в Корее, незаконные притязания на острова Токто.",0
"Министерство иностранных дел Китая заявило, что Вашингтон вмешивается во внутренние дела Сальвадора.",0
Считается одним из создателей и идеологов партии «Единая Россия».,0
"Около 25 лет он является сторонником и членом «Лиги Севера», которая известна выступлениями против мигрантов под лозунгами «Остановить вторжение».",0
"На судебном процессе, начавшемся в минувшую среду в Гааге в Международном трибунале по делам бывшей Югославии (МТБЮ), бывшему командующему армии боснийских сербов генералу Ратко Младичу предъявлено 11 обвинений.",0
"Понятно, что на самом деле Пейджу и Брину уже по 37 лет и они действительно готовы к тому, чтобы занять руководящие должности.",0
"Так, три года назад картину Дали нашли благодаря усилиям следователей в Нидерландах и уважению представителей местного криминала к искусству (оказалось, что кража предметов искусства, среди голландских воров – страшный проступок).",1
"Корреспондент Русской службы «Голоса Америки» узнал у представителей различных общественных организаций России, чего они ждут от новой Думы.",0
"Выходец из Нигерии, член партии «Лига Севера» Тони Ивоби (Toni Iwobi) избран в Сенат Италии по результатам парламентских выборов.",1
Пока самой богатой женщиной в мире признана дочь основателя Walmart 67-летняя Элис Уолтон (Alice Walton).,0
"Практически сразу после съезда Кернес покинул Украину, но спустя несколько дней вернулся в Харьков, заявив о приверженности единству страны.",0
"И, как и в их песне ''Time Is On My Side'' (Время работает на меня), участники группы ''Rolling Stones'' наконец дожили до того дня, когда Куба изменила свое отношение к их легендарной музыке.",1
"«Украинская Алекс Мид» (Alexa Meade), художница Екатерина Головина, перевернула реальность на глазах гостей презентации, превратив живую девушку-модель в картину с обложки журнала ''Magic Woman'', создав иллюзию двухмерного пространства в трёхмерном.",0
"В крае увольнение А.Шемелева связывают с неудовлетворительными результатами единороссов на парламентских выборах, состоявшихся 4 декабря 2011г. По Приморью ""ЕР"" набрала 32,99%, а во Владивостоке, где А.Шемелев баллотировался по 4-му одномандатному избирательному округу, и вовсе проиграла КПРФ.",-1
"Лауреатами в области физики стали бельгийский учёный Франсуа Энглер и британский профессор Питер Хиггс «за теоретическое открытие механизма, который позволяет лучше понять возникновение массы субатомных частиц».",0
Марио Монти подаст в отставку с должности премьер-министра Италии,0
"Рэпер не впервые использует чужие «минусовки», ведь в первом сольном альбоме «вне закона» Фактура воспользовался пиратством и выпустил альбом с двумя чужими «минусами» — это трек «Последняя повесть» и «нет любви» при участии рэп-исполнителя Villa.",0
"Владислав Сурков, Дмитрий Рогозин и Аркадий Дворкович",0
"По его словам, он весьма тронут тёплым приёмом и профессиональной помощью китайских медиков.",1
Бывший президент Перу застрелился при задержании,0
"Австралийский Премьер-министр Джон Говард (John Howard) сказал, что он хорошо знал Ирвина и что страна потеряла «замечательного человека».",1
"Гальяно уверяет, что британская компания была извещена об опасности ещё 15 апреля, за пять дней до трагедии.",0
"Вадим Дубовский — украинский певец, в настоящее время проживающий в США.",0
"Следствие показало, что Картер бил Аллена, в том числе и ногами, в течение более чем 25 минут.",-1
"«Мы чувствуем большую любовь, которую испытывают израильтяне к Новой Зеландии и в частности к нашему пострадавшему городу», — сказал Паркер Ривлину и поблагодарил Израиль за оказанную помощь.",1
"Для участия в литературных мероприятиях «Шукшинских дней на Алтае» в Барнаул прилетели известные писатели и критики, среди которых — Павел Басинский и Михаил Павлов из Москвы, Василий Авченко из Владивостока, Михаил Тарковский из Красноярского края и лауреат Шукшинской литературной премии этого года Игорь Корниенко из Ангарска.",0
"Хотя у Мадуро нет харизмы Чавеса, он пользуется популярностью среди сторонников президента, поскольку является его ближайшим соратником.",1
"По его мнению, Госдумами прошлых лет были приняты некоторые законы, за которыми кроются «экономические интересы людей из власти».",-1
Антидопинговое агентство США (USADA) лишит знаменитого велогонщика Лэнса Армстронга всех его титулов и запретит ему участвовать в соревнованиях.,-1
Опрошенные «Голосом Америки» респонденты до конца не утратили надежд на конструктивные взаимоотношения с парламентариями.,0
"Сообщается также, что причиной подобного может стать тот факт, что ранее создатель антивируса отказался сделать пожертвование в фонд избирательной кампании одного из белизских политиков.",0
"Мы не хотим, чтобы американские доллары шли на поддержку военной монополии, которая эксплуатирует и издевается над гражданами Кубы.",1
"Отметим также, действующий секретарь левоцентристской Демократической партии Италии Пьер Луиджи Берсани станет кандидатом на пост премьер-министра страны.",0
"В прошлом году Мадуро переизбрали президентом, однако позднее поддерживаемый США лидер оппозиции Хуан Гуайдо провозгласил себя временным президентом.",1
"Основана в 1949 году, возглавляется Коммунистической партией.",0
"Заброс в штрафную вывел Данни на ударную позицию на грани офсайда, но он пробил неточно и мяч попал в штангу.",-1
По теме: В Италии тысячи людей выступили против мер бюджетной экономии правительства,0
В настоящее время она обсуждается на всероссийском форуме «Здоровье нации — основа процветания России».,0
"Её адвокаты утверждают, что сепаратисты передали её российским властям на границе, а Россия настаивает, что она пересекла границу сама, как беженка.",0
"президент Китая Ху Цзиньтао и американский президент Барак Обама в Пекине, Китай, 17 ноября 2009 года.",0
"По данным на 2016 год, аудитория «Голоса Америки» на всех платформах составляла 236 миллионов человек в неделю по всему миру.",1
"В среду, 13 июня 2018 года, премьер-министр Грузии Георгий Квирикашвили заявил, что покидает занимаемую должность.",0
"Еще больший ажиотаж создал приезд на конкурс звёзд мирового уровня: Ольги Нур (Ливан) — известной исполнительницы арабского танца стран Персидского залива, руководительницы ансамбля «Нур Эль Амар» и Люксора (Москва) — одного из лучших в России исполнителей мужского танца живота, чемпиона Европы 2009 года, обладателя Кубка Мира 2010 по версии IDO, которые, своими выступлениями, сорвали у зрительного зала заслуженные овации.",0
"Согласно сообщению, Хендрикс находился в контакте с Элтоном Симпсоном, который в апреле 2015 года осуществил закончившуюся провалом попытку нападения на место проведения этого конкурса в Гарленде, штат Техас.",-1
"Эти данные опираются на информацию, полученную из многочисленных предыдущих крестных подов по православной России.",0
"По словам лидера оппозиции Фила Гоффа, правительство таким образом хочет протолкнуть свою программу приватизации.",-1
"Временный премьер Мали с 1991 по 1992 годы Сумана Сакко (Soumana Sacko) тоже, по сообщениям СМИ, имеет шансы на успех.",0
"«Это пока не получилось, но я не теряю надежды на подписание Конституционного договора с последующим назначением европейского министра иностранных дел», - сказала Меркель.",0
В этот день во многих российских и украинских православных церквах прошли престольные праздники в честь этой иконы.,0
"Свергнутый президент Египта и бывший лидер исламистской организации «Братья мусульмане» Мухаммед Мурси скончался в зале суда в Каире в понедельник, 17 июня 2019 года, во время слушания его дела о причастности к шпионажу.",-1
"Во втором сете трехкратная чемпионка ''US Open'' разразилась оскорбительной тирадой в адрес судьи, оштрафовавшей ее за выкрик «Ну, давай!» после подачи, которая, как она считала, должна была принести ей победу в гейме.",-1
"Ранее в 2019 году другой суд в Сан-Франциско обязал компанию выплатить $78 млн другому американцу — 46-летнему Деуэйну Джонсону, который выдвигал против Monsanto такие же обвинения.",-1
"Ранее в понедельник госсекретарь США Джон Керри заявил, что США не будут возражать против вооружения сирийских повстанцев Великобританией и Францией.",0
"На выборах Берсани обошел мэра Флоренции Маттео Ренци, считающегося одним из наиболее заметных политиков ""новой волны"" в Италии.",0
Певец оценил моральный ущерб себе от такого трейлера в один миллион долларов.,0
"По замыслу автора инсценировки и режиссёра спектакля Ольги Шевцовой, этой спящей собакой оказалась правда, которую хотел узнать и узнал Роберт Кэплен.",0
"Чуть где обыск в многоэтажных хоромах вице-губернатора небогатой области, так сразу его коллеги кричат о политическом заказе, сатрапах из Следственного комитета и из Счетной палаты.",0
"В понедельник 18 февраля Борисов пытался смягчить кризис, уволив непопулярного министра финансов Симеона Дянкова, а во вторник объявил о своём намерении отозвать лицензию чешской компании CEZ, которая отвечает за распределительные сети.",0
Долгие годы Сурков оставался одним из самых влиятельных российских политиков.,0
"На заседании в рамках 60-го Международного космического конгресса, открывшегося в понедельник в городе Тэджон (Республика Корея), глава Роскосмоса Анатолий Перминов сообщил, что ""Ведутся работы по завершению летных испытаний и принятию в эксплуатацию модернизированной ракеты-носителя Союз-2.",0
"Он сказал, что собрал команду профессионалов, которые будут поддерживать сайт, в том числе журналистов, редакторов, адвокатов и хакеров, которые помогут защищаться от возможных кибератак.",0
"Клэренс Картер был приговорён к смерти в 2007, но тогда приговор не был приведён в исполнение из-за пересмотра ряда вопросов о конституционности смертельной инъекции как формы смертной казни.",1
"Лидер «Лиги» Сальвини утверждал, что из-за нелегальных мигрантов «итальянцы становятся жертвами различного рода преступлений, будь то изнасилование или воровство».",0
«Американский военный герой»: Трамп вступился за убийцу афганца,0
Тогда же его обвинили в связях с палестинской группировкой ХАМАС и ливанской — «Хезболла».,0
"В пиццерии Zizzi в британском Солсбери, где обедали 4 марта 2018 года отравленный экс-сотрудник ГРУ Сергей Скрипаль и его дочь Юлия, обнаружены следы нервно-паралитического отравляющего вещества.",0
"По меньшей мере 10 боевиков ИГ убиты и 16 иностранцев арестованы, говорилось в сообщении.",0
Наша политика будет стремиться к гораздо лучшей сделке для кубинского народа и для Соединённых штатов.,1
"В начале кампании 50-летний Мадуро — бывший водитель автобуса и экс-министр иностранных дел — более чем на 10 процентов опережал по популярности Каприлеса — 40-летнего губернатора одного из штатов Венесуэлы, который потерпел серьёзное поражение от Чавеса на президентских выборах в прошлом году.",-1
"По сообщениям Марти, вероятно, в Румынии использовались два аэропорта для перевозки тайных заключённых.",-1
"58-летний Чавес одержал в октябре победу над Каприлесом с большим численным перевесом, завоевав еще один шестилетний срок на посту президента.",0
Прокуратура предлагает ограничить свободу передвижения Александра Лебедева,-1
"Ранее он также пытался вести переговоры с президентом Сирии Башаром Асадом, жестоко подавляющим массовые выступления оппозиции в своей стране.",1
"В прошлом году Мадуро переизбрали президентом, однако позднее поддерживаемый США лидер оппозиции Хуан Гуайдо провозгласил себя временным президентом.",0
"Три палестинца были убиты, сотни человек получили ранения в результате столкновений.",0
"По словам Рэппа, в этот момент Спейси был сильно пьян:",0
Замглавы российского МИД РФ Андрей Руденко заявил: «Россия не собиралась и не собирается никоим образом вмешиваться во внутренние дела Грузии в том или ином виде».,0
"Поэтому многие в Израиле, узнав о землетрясении, помимо солидарности испытывали настоящую боль, — сказал Ривлин и продолжил.",1
Адвокат Алёхиной Оксана Дарова заявила о политической ангажированности всего процесса: «Маша является человеком крайне активно участвовавшим в гражданской жизни страны — и всюду с ней был 5-летний Филипп.,0
"Минфин также снял санкции с итальянской судоходной компании PB Tankers, введенные в апреле за отгрузку венесуэльской нефти на Кубу.",0
Пострадавший полицейский Ник Бейли остаётся под надзором врачей.,0
Аарон Шварц участвовал в Википедии под ником AaronSw.,0
Саудовская Аравия прекратила наземное сообщение с Катаром.,-1
"Удар бразильца получился очень тяжёлый и Дикань мог бы справится с ним, но мяч который попал на бутсу Парехи, изменил траекторию полёта и вратарь «Спартака» не смог его вытащить.",0
"Обычно Марина Голуб сама ездила за рулем, однако 18 сентября попала в аварию на Тверском бульваре, где, управляя своей Toyota RAV4, столкнулась с автомобилем Citroen.",0
"После завершения сериала в июне 2007 года он снялся в нескольких кинофильмах, в том числе триллере «Цель номер один» (Zero Dark Thirty) и комедии «Невероятный Бёрт Уандерстоун» (The Incredible Burt Wonderstone).",0
"Сторонники Бандеры утверждают, что объединение с нацистами в борьбе против советской армии объяснялось надеждой на то, что Гитлер дарует Украине независимость.",-1
"Одновременно полиция задержала еще одного ученика, который подозревают в том, что он помогал стрелку.",-1
"Президент Татарстана Рустем Минниханов отметил, что «Создание татарской республики вызвало общественный подъем, который был важным фактором развития на протяжении нескольких десятилетий.",0
"Павел начал жаловаться на боли в желудке, но к врачу не шёл.",0
Поводом для возможного задержания якобы стали подозрении в причастности Макафи к убийству соседа — Грегори Ваента Фолла (Gregory Viant Faull).,0
"Среди продюсеров альбома числятся: Тимбалэнд, Джастин Тимберлейк и Duran Duran.",0
"Запомните, ваших солдат будут убивать здесь, и наш джихад будет продолжаться с такой же силой, пока тут остаётся хотя бы один ваш военный.",-1
"После этого он дважды переназначался на этот пост после отмены прямых выборов: в 2005г. - по представлению Владимира Путина, тогда президента России, и в 2010г. - по представлению действующего главы государства Дмитрия Медведева.",1
Разработав программу в августе 2015 года он открыл сайт  DoNotPay (donotpay.co.uk) с девизом: ''«Первый в Великобритании робот-юрист»'' (The UK's first robot lawyer).,0
"В Перу под расследование попали пять экс-президентов: Альберто Фухимори (1990—2000 годы), Алехандро Толедо (2001—2006 годы), Алан Гарсия (1985—1990 и 2006—2011 годы), Ольянта Умала (2011—2016 годы) и Педро Пабло Кучински (2016—2018 годы).",-1
"Пилотировал воздушное судно опытный 54-х летний пилот Сергеей Петрович Пиганов значительное время проработавший в «Авиакомпании Трансавиа-Гарантия»; помимо него, на борту находились еще три пассажира: 29-летняя девушка Ольга Короткова из города Архангельска и два молодых, но уже весьма известных северодвинских предпринимателя Андрей Ершов (28 лет) и руководитель компании «СантехМастер» Денис Колодешников (31 год).",0
"Ван Цзюнь, бывший председатель китайской инвестиционной корпорации CITIC, скончался 10 июня 2019 года в возрасте 78 лет.",0
"Удар был настолько сильный, что водителя Hyundai и пассажирку извлекали спасатели МЧС.",0
"Новое правительство Палестины может попасть в изоляцию, если оно не будет противостоять палестинским террористам.",-1
"Как ожидается, если победу на выборах одержит Каприлес, внешняя политика страны резко изменится, а правительство со временем ослабит контроль над экономикой.",0
"Ван Цзюнь пережил свою жену Е Сяоин, младшую дочь маршала Е Цзяньина.",0
"Накануне голосования в нижней палате Конгресса лидер страны, придерживающаяся левых взглядов, представила свою позицию в бразильской ежедневной газете Folha de Sao Paul.",0
"«Согласно конституции, если инаугурация президента по какой-либо причине не может состояться перед Национальной Ассамблеей, он может сделать это перед Верховным судом; при этом не указано, как и когда, — сказал поддерживающий Чавеса законодатель Хосе Авила.",1
"Банк России ввёл временную администрация во входящий в первую сотню по активам «коммерческий банк содействия благотворительности и духовному развитию Отечества „Пересвет“», крупнейшим акционером которого является Русская православная церковь.",-1
«Марш зелёного»: поющий дальнобойщик Вадим Дубовский вновь высмеял украинского президента,-1
"Точный срок пребывания в колонии неизвестен, так как возможна подача одной апелляции на решение суда, во время рассмотрения которой заключённые продолжат пребывать в СИЗО, где один день пребывания приравнивается к 1,5 дням в колонии.",0
"Убрав все второстепенные линии романа Льва Толстого, хореограф сосредоточился на любовном треугольнике Анна — Каренин — Вронский.",0
Власти Северной Кореи осудили главу МИД Японии Фумио Кисиду за его высказывания о наращивании давления на Пхеньян.,0
"По всей видимости, сюжетная линия является отсылкой к истории американского шоссейного велогонщика Лэнса Армстронга, который семь раз подряд (с 1999 по 2005 год) побеждал в велогонке «Тур де Франс», а также получил бронзовую медаль Олимпиады в Сиднее и звание чемпиона мира 1993 года.",0
"Суд также приговорил Здоровенина к конфискации имущества на сумму в один миллион долларов и выплате компенсаций потерпевшим, однако защита утверждает, что денег у него нет.",0
Усиленные наряды полиции у Олонецого парка на севере Москвы через четыре часа после происшествия,0
"Хейли подразумевает организованную Мадуро Конституционную Ассамблею, присвоившей законодательные полномочия – в обход парламента, который контролирует оппозиция.",-1
"Общение с публикой было долгим и открытым, Вадим заявил, «что бы „хронопы“ не играли — это поп-музыка, мне нужна мелодия!», назвал свои привязанности, в том числе King Crimson и Cocteau Twins, высказал отношение к группам «Гражданская оборона», «Телевизор» и «иллинойз».",0
Американский авиаудар убил 17 афганских полицейских,0
29 октября в пяти городах Японии стартовал Чемпионат мира по волейболу среди женщин 2010.,0
"По данным Qualcomm, проблема затрагивает несколько десятков различных чипов.",0
"Ядерная программа Ирана, уверен президент Венесуэлы, носит мирный характер.",1
"Родители погибшего итальянца одобрили решение суда, назвав его «справедливым по отношению к Андреа и всем журналистам, которые рискуют жизнью, чтобы донести правду».",1
"Решение было принято столичным градоначальником несмотря на обращение родных погибшего в 2005 году бразильца Жана-Шарля де Менезиша, призывая его отказать в согласовании кандидатуры.",0
"В качестве претендентов на роль Ассанжа в будущих картинах фигурируют Лайэм Нисон, Аарон Экхарт и даже Бред Питт.",0
"Кроме книги Баффета, в список Forbes вошли: «Маленькая книга, которая способна победить рынок», написанная основателем инвестиционной компании Gotham Capital Джоэлем Гринблаттом, «Обыкновенные акции и необыкновенная прибыль» Филипа Фишера, «Разумный инвестор» Бена Грэхема, «Получить прибыль от мирового экономического кризиса: находя инвестиционные возможности, следуя трендам глобального рынка» Бада Конрада.",0
1 апреля 2013 года власти Индонезии конфисковали 687 двухкоготных черепах с грузового самолёта в столичном аэропорту.,0
"Называя Vestas «мировым лидером» в производстве ветрогенераторов, Марк назвал целью захвата «требование правительству национализировать нас», поскольку «Vestas не желает сохранить наш завод работающим».",-1
"Не будем забывать, что описанный политический процесс будет проходить в Чехии на фоне коррупционного скандала - следствия по делу Надьовой и трех бывших депутатов от ODS.",0
"Гальяно уверяет, что британская компания была извещена об опасности ещё 15 апреля, за пять дней до трагедии.",0
"В украинское националистическое движение, возглавляемое Бандерой в тридцатых-сороковых годах прошлого века, входила Украинская повстанческая армия.",0
Сергей Аксёнов: массовое убийство в Керчи устроил студент колледжа,0
